par1,par2,par3,par4,par5,par6,par7,par8,par9,weather
43,1,86753.0,69,2,4159.0,78,3,54039.0,3
44,1,85751.0,66,2,6105.0,69,2,52687.0,3
42,1,80443.0,68,2,5834.0,69,2,49016.0,3
42,1,85919.0,69,2,5918.0,68,2,50765.0,3
42,1,85538.0,70,2,6262.0,68,2,50909.0,3
42,1,86093.0,68,2,5991.0,69,2,51255.0,3
41,1,85618.0,69,2,6469.0,67,2,51024.0,3
40,1,84565.0,70,2,5662.0,71,3,53227.0,3
43,1,85220.0,70,2,5978.0,75,3,51991.0,3
44,1,86655.0,70,2,6371.0,71,3,50114.0,3
43,1,91035.0,75,2,5562.0,71,3,52114.0,3
48,1,94566.0,75,2,7779.0,67,0,52354.0,3
54,1,120177.0,85,0,11620.0,56,0,50916.0,3
49,1,101028.0,74,2,5560.0,62,0,50853.0,3
51,1,109292.0,77,2,7562.0,63,0,56276.0,3
43,1,94024.0,69,2,5161.0,78,2,54456.0,3
49,1,111225.0,72,2,6268.0,88,2,51649.0,3
48,1,109164.0,77,2,6708.0,90,2,38807.0,3
54,1,114105.0,72,2,5254.0,88,2,35417.0,3
51,1,126067.0,72,2,5759.0,90,2,45420.0,3
57,1,132216.0,70,2,4514.0,94,2,52555.0,3
56,1,127341.0,69,2,7089.0,90,2,46232.0,3
52,1,127238.0,72,2,4413.0,92,2,48008.0,3
53,1,123648.0,70,2,5998.0,94,3,47860.0,3
53,1,122778.0,64,2,6275.0,86,3,46528.0,3
47,1,112671.0,73,2,6682.0,93,3,47608.0,3
49,1,111061.0,69,2,5922.0,87,3,40490.0,3
45,1,115838.0,71,2,5678.0,87,2,44943.0,3
46,1,119425.0,74,2,4339.0,87,2,49595.0,3
49,1,121802.0,72,2,3977.0,85,2,48230.0,3
52,1,117988.0,72,2,6466.0,81,2,40000.0,3
52,1,117854.0,72,2,7888.0,91,2,55459.0,3
48,1,113645.0,75,2,6371.0,90,3,52628.0,3
48,1,107320.0,75,2,7558.0,87,3,37243.0,3
48,1,108550.0,69,2,10016.0,73,0,36819.0,3
54,1,114183.0,73,2,11675.0,85,2,41466.0,3
48,1,111599.0,78,2,7378.0,86,3,40613.0,3
46,1,103133.0,76,2,5872.0,85,2,38586.0,3
51,1,99426.0,78,2,6696.0,83,2,37678.0,3
44,1,93773.0,81,2,6006.0,81,2,29490.0,3
47,1,91282.0,75,2,5163.0,78,2,24490.0,3
48,1,90511.0,68,2,8995.0,67,0,25288.0,3
42,1,83435.0,83,2,10470.0,72,3,40097.0,3
42,1,83238.0,83,2,10182.0,72,3,40134.0,3
44,1,86134.0,81,2,15362.0,82,3,49312.0,3
42,1,71829.0,78,2,13025.0,72,2,39127.0,3
39,1,68628.0,75,2,11812.0,77,3,43932.0,3
37,0,72156.0,70,0,13622.0,55,0,37491.0,3
39,1,61930.0,79,2,10235.0,79,3,36475.0,3
42,1,77839.0,78,2,11622.0,80,3,49838.0,3
48,1,87290.0,74,2,11858.0,78,3,54151.0,3
50,1,92981.0,74,2,15909.0,73,2,53448.0,3
48,1,93246.0,75,2,18596.0,63,1,52745.0,3
44,1,91766.0,72,2,16889.0,58,0,52200.0,3
44,1,92509.0,74,2,17261.0,58,0,52238.0,3
44,1,92809.0,73,2,17361.0,58,0,52225.0,3
45,1,93081.0,74,2,17195.0,58,0,52119.0,3
45,1,94067.0,70,2,17042.0,60,0,52543.0,3
47,1,91272.0,77,2,15515.0,68,1,52200.0,3
49,1,90192.0,76,2,16700.0,77,2,51693.0,3
52,1,90761.0,75,2,18691.0,73,2,50506.0,3
47,1,85286.0,75,2,14468.0,71,2,46860.0,3
49,1,88650.0,75,2,17950.0,73,2,42470.0,3
50,1,95989.0,76,2,19199.0,74,2,32354.0,3
49,1,111023.0,78,2,15966.0,77,2,17928.0,3
46,1,102779.0,76,2,8441.0,87,3,16629.0,3
42,1,81880.0,77,2,6838.0,83,3,34904.0,3
44,1,86601.0,74,2,11222.0,74,2,24808.0,3
50,1,91315.0,72,2,10447.0,74,2,19987.0,3
46,1,92121.0,82,2,10339.0,76,2,22474.0,3
47,1,97322.0,78,2,8469.0,77,2,23375.0,3
44,1,87265.0,79,2,8621.0,78,2,32109.0,3
47,1,87722.0,77,2,12133.0,75,2,22886.0,3
43,1,82483.0,82,2,11879.0,74,2,18730.0,3
45,1,83790.0,74,2,10059.0,74,3,19548.0,3
42,1,87301.0,76,2,8005.0,70,2,19715.0,3
42,1,89003.0,68,2,7765.0,73,3,19327.0,3
45,1,92064.0,75,0,13256.0,63,0,23309.0,3
46,1,107535.0,72,2,8646.0,72,3,20215.0,3
50,1,100610.0,75,2,11656.0,69,2,20642.0,3
51,1,113125.0,80,2,15316.0,68,0,16764.0,3
48,1,108641.0,69,2,6347.0,74,3,20333.0,3
48,1,103284.0,69,0,8296.0,61,0,19297.0,3
52,1,108716.0,69,2,6746.0,72,0,23444.0,3
49,1,96014.0,81,2,8202.0,69,2,22661.0,3
44,1,93336.0,73,2,6735.0,72,2,24528.0,3
46,1,103528.0,77,2,9389.0,78,3,25675.0,3
45,1,108102.0,75,2,9372.0,74,3,22458.0,3
45,1,108204.0,74,2,6258.0,75,3,22472.0,3
45,1,105275.0,75,2,5022.0,75,3,21634.0,3
40,1,89619.0,69,2,5260.0,72,3,21849.0,3
42,1,93652.0,70,2,5262.0,69,2,22611.0,3
43,1,92286.0,69,2,8766.0,75,3,23937.0,3
48,1,97655.0,67,2,9388.0,69,2,21601.0,3
46,1,97048.0,69,2,11315.0,72,2,21054.0,3
43,1,92454.0,71,2,12450.0,76,2,23673.0,3
44,1,92024.0,72,2,14706.0,83,3,29309.0,3
47,1,84269.0,69,2,13934.0,79,2,25335.0,3
42,1,86464.0,72,2,11055.0,83,3,25647.0,3
43,1,79804.0,71,2,9908.0,83,3,23496.0,3
33,1,43929.0,74,2,8796.0,70,2,25153.0,3
36,1,65392.0,71,2,6665.0,63,2,61855.0,3
41,1,89534.0,77,2,7392.0,65,3,44840.0,3
41,1,85055.0,75,2,14785.0,60,0,34842.0,3
46,1,112257.0,85,2,12432.0,62,0,48662.0,3
46,1,100814.0,75,2,11841.0,74,2,61243.0,3
45,1,96314.0,76,2,10715.0,82,3,68615.0,3
44,1,101046.0,78,2,10788.0,80,3,61536.0,3
42,1,94882.0,76,2,9777.0,67,2,46066.0,3
40,1,87253.0,74,2,7415.0,71,2,51085.0,3
38,1,81540.0,76,2,10390.0,74,3,50319.0,3
44,1,95574.0,76,2,12633.0,66,0,55141.0,3
41,1,81882.0,75,2,15214.0,61,0,47447.0,3
42,1,95137.0,80,2,16163.0,60,0,50888.0,3
59,0,138119.0,104,0,14313.0,45,0,52748.0,3
57,0,140042.0,94,0,12713.0,47,0,55174.0,3
61,5,160835.0,106,0,10090.0,49,0,59742.0,3
60,5,157347.0,99,0,10374.0,50,0,59471.0,3
60,5,157824.0,98,0,10602.0,50,0,59110.0,3
60,5,158286.0,99,0,10962.0,51,0,58866.0,3
60,5,157714.0,99,0,10936.0,51,0,58825.0,3
60,5,158057.0,99,0,11100.0,51,0,58656.0,3
60,5,157557.0,99,0,11060.0,51,0,58488.0,3
60,5,157900.0,99,0,10850.0,51,0,58349.0,3
60,5,157709.0,99,0,10972.0,51,0,58208.0,3
60,5,158058.0,99,0,10999.0,51,0,58117.0,3
60,5,157757.0,99,0,10809.0,51,0,57998.0,3
60,5,158023.0,99,0,10819.0,51,0,57922.0,3
60,5,157694.0,99,0,10694.0,51,0,57950.0,3
60,5,157922.0,99,0,10770.0,51,0,57908.0,3
60,5,157733.0,99,0,10710.0,51,0,57903.0,3
60,5,157916.0,99,0,10766.0,51,0,57928.0,3
60,5,154242.0,99,0,10789.0,51,0,58403.0,3
62,5,154112.0,98,0,11393.0,56,0,58219.0,3
55,1,135059.0,84,2,14067.0,67,0,69563.0,3
71,5,175325.0,110,9,13046.0,60,0,81924.0,3
55,1,132042.0,76,2,10570.0,85,3,84327.0,3
52,1,120691.0,61,2,8116.0,76,0,81618.0,3
49,1,116524.0,74,2,5074.0,88,3,76860.0,3
49,1,108377.0,76,2,7463.0,84,3,74564.0,3
46,1,91646.0,75,2,8514.0,66,0,63717.0,3
44,1,88280.0,83,2,6879.0,80,3,62716.0,3
44,1,84039.0,82,2,7146.0,78,3,57643.0,3
44,1,83669.0,78,2,7821.0,79,3,54412.0,3
44,1,85621.0,83,2,8987.0,79,3,53916.0,3
43,1,82470.0,77,2,8827.0,78,3,53698.0,3
43,1,76558.0,76,2,8402.0,71,3,47885.0,3
40,1,68834.0,78,2,8340.0,67,2,44650.0,3
38,1,60444.0,79,2,7338.0,64,2,37338.0,3
39,1,63023.0,80,2,7761.0,65,2,39249.0,3
40,1,65310.0,81,2,8103.0,65,2,39267.0,3
40,1,65846.0,80,2,8346.0,65,2,39192.0,3
40,1,65684.0,80,2,8523.0,65,2,39123.0,3
40,1,65627.0,80,2,8368.0,65,2,39237.0,3
40,1,65416.0,80,2,8445.0,65,2,39469.0,3
40,1,65934.0,80,2,8418.0,65,2,39515.0,3
40,1,65785.0,80,2,8447.0,65,2,39687.0,3
40,1,66244.0,80,2,8503.0,65,2,39714.0,3
40,1,66072.0,80,2,8535.0,65,2,39871.0,3
40,1,66151.0,80,2,8486.0,65,2,39949.0,3
40,1,65564.0,81,2,8743.0,65,2,40314.0,3
40,1,65269.0,81,2,8595.0,65,2,40265.0,3
40,1,65398.0,81,2,8584.0,65,2,40312.0,3
40,1,65561.0,81,2,8309.0,65,2,40546.0,3
40,1,65427.0,81,2,8329.0,65,2,40724.0,3
40,1,64975.0,81,2,8322.0,65,2,41085.0,3
40,1,64977.0,81,2,8360.0,65,2,41199.0,3
40,1,65119.0,80,2,8419.0,65,2,41495.0,3
40,1,64518.0,80,2,8124.0,65,2,41966.0,3
40,1,65515.0,80,2,8233.0,65,2,41743.0,3
41,1,67236.0,80,2,8300.0,65,2,42187.0,3
42,1,78883.0,83,2,7447.0,68,2,42221.0,3
40,1,65333.0,80,2,8084.0,65,2,42225.0,3
40,1,65262.0,80,2,8248.0,65,2,42205.0,3
40,1,64498.0,81,2,8301.0,65,2,42297.0,3
40,1,64508.0,80,2,8267.0,65,2,42168.0,3
40,1,64236.0,80,2,8307.0,65,2,41997.0,3
40,1,63900.0,82,2,9133.0,66,2,42151.0,3
42,1,67368.0,86,2,12058.0,63,2,38085.0,3
40,1,67365.0,80,2,7915.0,67,2,35058.0,3
37,1,69520.0,67,1,8295.0,89,4,62965.0,3
40,1,78400.0,74,2,8091.0,76,3,32459.0,3
56,0,125231.0,91,0,16019.0,53,0,58225.0,3
65,5,140693.0,96,0,9631.0,63,0,74492.0,3
56,1,127765.0,91,3,6621.0,65,0,72995.0,3
51,1,109567.0,74,2,6980.0,74,2,72000.0,3
48,1,94639.0,69,2,8053.0,79,2,73517.0,3
50,1,101279.0,71,2,6873.0,89,3,78428.0,3
52,1,99832.0,71,2,6714.0,86,3,75354.0,3
51,1,96279.0,69,2,7308.0,81,2,73791.0,3
50,1,93288.0,69,2,7536.0,80,2,73496.0,3
48,1,90904.0,69,2,6706.0,83,2,72953.0,3
48,1,89201.0,70,2,6762.0,84,3,72519.0,3
48,1,89180.0,69,2,6548.0,84,3,72511.0,3
49,1,89174.0,69,2,6618.0,84,3,72517.0,3
49,1,89421.0,69,2,6698.0,84,3,72440.0,3
48,1,89025.0,69,2,6729.0,84,3,72345.0,3
48,1,89252.0,69,2,6908.0,84,3,72125.0,3
48,1,88767.0,69,2,6853.0,84,3,71771.0,3
49,1,89672.0,70,2,7024.0,84,3,71582.0,3
49,1,89560.0,69,2,6752.0,84,3,71382.0,3
49,1,89463.0,69,2,6763.0,84,3,71322.0,3
49,1,89288.0,70,2,6777.0,84,3,71303.0,3
49,1,89751.0,69,2,6815.0,84,3,71140.0,3
49,1,89691.0,69,2,6877.0,84,3,70974.0,3
49,1,89535.0,69,2,6789.0,84,3,70881.0,3
49,1,89594.0,69,2,6823.0,84,3,71070.0,3
49,1,89510.0,69,2,6822.0,84,3,70905.0,3
49,1,89508.0,69,2,6912.0,84,3,71047.0,3
49,1,89778.0,69,2,6898.0,84,3,71065.0,3
49,1,91554.0,70,2,7390.0,84,3,71162.0,3
48,1,92850.0,69,2,9136.0,85,3,72017.0,3
47,1,94934.0,77,2,11910.0,83,3,61935.0,3
49,1,88096.0,71,2,10986.0,80,2,62299.0,3
46,1,82918.0,67,2,13482.0,66,0,60627.0,3
45,1,73885.0,77,2,11103.0,76,2,64013.0,3
45,1,55382.0,75,2,11279.0,73,2,47428.0,3
43,1,49717.0,83,3,14895.0,65,1,38433.0,3
44,1,44667.0,80,2,13132.0,73,2,48440.0,3
37,1,41536.0,77,2,10753.0,72,2,42462.0,3
35,1,37453.0,76,2,9910.0,58,2,22846.0,3
35,1,50795.0,74,2,7527.0,54,0,30725.0,3
38,1,51244.0,81,2,8446.0,66,0,28678.0,3
38,1,51844.0,78,2,8654.0,57,0,22878.0,3
38,1,51741.0,73,0,8897.0,60,0,31249.0,3
40,1,49276.0,75,2,9376.0,74,2,43248.0,3
41,1,49895.0,75,2,8499.0,84,3,52080.0,3
41,1,49672.0,74,2,8624.0,84,3,49363.0,3
40,1,49820.0,76,2,8589.0,79,3,39363.0,3
41,1,51394.0,76,2,8050.0,79,3,38996.0,3
42,1,56206.0,75,2,8313.0,79,3,39785.0,3
41,1,50152.0,76,2,7999.0,79,3,39000.0,3
41,1,50327.0,76,2,8127.0,79,3,39051.0,3
41,1,50410.0,76,2,8088.0,79,3,39329.0,3
41,1,50246.0,76,2,8182.0,79,3,39534.0,3
41,1,49785.0,76,2,8056.0,79,3,39629.0,3
41,1,49855.0,77,2,8224.0,79,3,39735.0,3
41,1,49936.0,76,2,8185.0,79,3,39811.0,3
41,1,48967.0,80,2,8118.0,78,3,40516.0,3
42,1,50877.0,79,2,8545.0,79,3,41069.0,3
40,1,50047.0,78,2,9445.0,74,3,30692.0,3
38,1,45321.0,78,2,8328.0,70,2,35051.0,3
36,1,37070.0,83,2,8777.0,64,3,10122.0,3
37,1,40613.0,79,2,10678.0,69,3,22538.0,3
42,1,52783.0,75,2,9772.0,73,3,45107.0,3
39,1,71734.0,80,2,9141.0,57,0,40264.0,3
50,1,108301.0,91,2,12513.0,55,0,43264.0,3
55,5,125781.0,97,2,11070.0,55,0,51070.0,3
50,1,87028.0,75,2,10359.0,76,3,62103.0,3
45,1,81040.0,77,2,9116.0,79,3,61696.0,3
48,1,85378.0,77,2,9647.0,80,3,64494.0,3
49,1,85060.0,74,2,10162.0,80,3,63166.0,3
48,1,83719.0,75,2,7592.0,81,3,64495.0,3
48,1,82748.0,76,2,8105.0,83,3,64562.0,3
50,1,83309.0,78,2,9459.0,82,3,63484.0,3
51,1,82884.0,78,2,12030.0,80,3,63220.0,3
50,1,82313.0,78,2,12330.0,79,3,62763.0,3
50,1,83237.0,78,2,12092.0,79,3,62805.0,3
51,1,93761.0,79,2,10886.0,80,3,63072.0,3
50,1,82139.0,78,2,12623.0,78,3,62512.0,3
49,1,81767.0,78,2,12903.0,78,3,62365.0,3
50,1,82993.0,78,2,12501.0,79,3,62280.0,3
50,1,83225.0,78,2,12432.0,79,3,61891.0,3
50,1,82769.0,78,2,12601.0,79,3,61737.0,3
50,1,82721.0,78,2,12620.0,79,3,61947.0,3
50,1,83177.0,78,2,12586.0,79,3,61678.0,3
50,1,83677.0,78,2,12532.0,80,3,64404.0,3
50,1,83438.0,79,2,12528.0,80,3,65317.0,3
50,1,83500.0,78,2,12611.0,79,3,59075.0,3
50,1,83665.0,78,2,12677.0,79,3,58582.0,3
50,1,83075.0,78,2,12558.0,79,3,58086.0,3
50,1,83040.0,78,2,12478.0,79,3,57605.0,3
50,1,83062.0,78,2,12519.0,79,3,57183.0,3
50,1,84137.0,77,2,12134.0,78,3,56890.0,3
50,1,82679.0,78,2,12486.0,79,3,56629.0,3
50,1,83032.0,78,2,12608.0,79,3,56273.0,3
50,1,83082.0,78,2,12503.0,79,3,56105.0,3
50,1,83377.0,78,2,12624.0,79,3,55958.0,3
50,1,83498.0,78,2,12640.0,79,3,55662.0,3
50,1,83719.0,78,2,12653.0,79,3,55386.0,3
50,1,83711.0,78,2,12621.0,79,3,55121.0,3
50,1,84183.0,78,2,12628.0,79,3,54844.0,3
50,1,84018.0,78,2,12652.0,79,3,54595.0,3
52,1,86973.0,79,2,14690.0,78,2,55088.0,3
49,1,82663.0,80,2,14821.0,69,2,45609.0,3
47,1,85252.0,76,2,12051.0,68,2,47780.0,3
50,1,84645.0,75,2,11679.0,85,3,48434.0,3
53,1,81535.0,74,2,15731.0,79,3,57448.0,3
47,1,73639.0,71,2,10892.0,79,3,74681.0,3
49,1,63338.0,77,2,8381.0,92,3,63953.0,3
44,1,57003.0,78,2,9063.0,83,0,59742.0,3
48,1,69428.0,69,2,11972.0,84,3,51834.0,3
45,1,57048.0,68,2,9498.0,81,2,42903.0,3
44,1,51604.0,71,2,7800.0,86,3,44745.0,3
50,1,57566.0,70,2,6236.0,80,2,40762.0,3
47,1,54364.0,65,2,7640.0,83,2,46988.0,3
42,1,49291.0,70,2,13037.0,66,0,39864.0,3
38,1,44466.0,67,0,13185.0,63,0,40880.0,3
32,1,959.0,76,2,9424.0,113,4,108447.0,4
33,1,1585.0,63,2,7544.0,120,4,120591.0,4
32,1,1309.0,65,2,6653.0,122,5,159717.0,4
32,1,1258.0,65,2,7913.0,115,4,74306.0,4
33,1,1494.0,60,2,7150.0,117,4,84484.0,4
33,1,1513.0,59,2,7539.0,119,4,120042.0,4
33,1,1262.0,57,2,5894.0,119,4,118419.0,4
33,1,1577.0,58,2,7038.0,119,4,111125.0,4
34,1,4057.0,58,2,6624.0,116,4,101317.0,4
35,1,5450.0,60,2,7272.0,115,4,118860.0,4
34,1,5274.0,62,2,6619.0,113,4,108212.0,4
35,1,3649.0,75,2,5786.0,111,4,92475.0,4
34,1,4319.0,76,2,5672.0,108,4,89580.0,4
34,1,4640.0,89,2,8692.0,100,4,49841.0,4
31,1,5377.0,96,2,18313.0,92,4,55558.0,4
32,1,2581.0,99,2,14854.0,95,4,47918.0,4
32,1,2496.0,98,2,13463.0,96,4,72338.0,4
33,1,1947.0,95,2,12524.0,100,4,70061.0,4
33,1,1983.0,95,2,12673.0,100,4,63099.0,4
33,1,1796.0,95,2,12787.0,100,4,62929.0,4
33,1,1780.0,95,2,12864.0,100,4,62734.0,4
33,1,1917.0,95,2,12630.0,100,4,62396.0,4
33,1,1932.0,95,2,12631.0,100,4,62455.0,4
33,1,3346.0,95,2,12631.0,100,4,62057.0,4
33,1,2496.0,95,2,12695.0,100,4,60631.0,4
33,1,2135.0,96,2,12695.0,100,4,60568.0,4
33,1,2049.0,96,2,12839.0,100,4,61195.0,4
33,1,1990.0,95,2,12695.0,100,4,61693.0,4
33,1,2301.0,89,2,11023.0,102,4,63514.0,4
35,1,2074.0,88,2,14469.0,104,4,89454.0,4
34,1,2284.0,85,2,11626.0,108,4,99309.0,4
35,1,2053.0,82,2,8605.0,111,4,86706.0,4
35,1,1988.0,83,2,9221.0,111,4,83558.0,4
35,1,1989.0,85,2,10623.0,109,4,75317.0,4
35,1,2044.0,85,2,10720.0,109,4,75163.0,4
34,1,1996.0,87,2,12438.0,107,4,73181.0,4
35,1,1972.0,88,2,12282.0,111,4,90851.0,4
34,1,1894.0,87,2,11910.0,111,4,90683.0,4
34,1,1865.0,87,2,11992.0,111,4,91199.0,4
35,1,1822.0,81,2,8313.0,111,4,87974.0,4
36,1,1536.0,76,2,6606.0,113,4,77754.0,4
36,1,1255.0,71,2,9738.0,115,4,94098.0,4
36,1,1242.0,64,2,6612.0,116,4,91566.0,4
37,1,1343.0,61,2,7309.0,119,4,141060.0,4
37,1,1358.0,61,2,6897.0,120,4,142737.0,4
37,1,1398.0,61,2,6727.0,119,4,142368.0,4
37,1,1375.0,61,2,6967.0,120,4,142879.0,4
36,1,1368.0,61,2,6926.0,119,4,142483.0,4
36,1,1392.0,60,2,7009.0,120,4,142576.0,4
37,1,1370.0,61,2,6846.0,120,4,142543.0,4
36,1,1408.0,61,2,7241.0,120,4,141952.0,4
36,1,1482.0,62,2,7980.0,120,4,138919.0,4
37,1,1562.0,61,2,7108.0,120,4,142481.0,4
37,1,1661.0,61,2,6852.0,120,4,142017.0,4
37,1,1678.0,61,2,6850.0,120,4,141903.0,4
37,1,1695.0,57,2,7586.0,122,5,154710.0,4
37,1,2679.0,58,2,4291.0,117,4,92182.0,4
37,1,3081.0,56,2,3729.0,120,4,141410.0,4
38,1,8808.0,55,2,4207.0,122,5,149450.0,4
36,1,8107.0,60,2,10875.0,115,4,60204.0,4
34,1,8028.0,61,2,13321.0,115,4,99682.0,4
34,1,6959.0,62,2,10625.0,116,4,89986.0,4
35,1,7348.0,59,2,9913.0,119,4,68879.0,4
35,1,7324.0,59,2,12668.0,122,4,102960.0,4
35,1,7500.0,58,2,10523.0,121,4,97319.0,4
35,1,7657.0,56,2,9343.0,121,4,90456.0,4
36,1,8728.0,60,2,7571.0,120,4,75705.0,4
38,1,10529.0,56,2,6175.0,125,4,81678.0,4
37,1,8914.0,56,2,6978.0,124,4,66775.0,4
37,1,9061.0,55,2,7091.0,124,4,65476.0,4
37,1,8650.0,55,2,7060.0,124,4,65517.0,4
37,1,8463.0,56,2,7071.0,124,4,66123.0,4
37,1,8312.0,56,2,6783.0,123,4,62165.0,4
37,1,8067.0,55,2,6976.0,124,4,67978.0,4
37,1,7882.0,55,2,7026.0,124,4,68196.0,4
37,1,8080.0,55,2,6971.0,124,4,68199.0,4
37,1,8322.0,55,2,6655.0,124,4,68552.0,4
37,1,8873.0,55,2,6576.0,124,4,66437.0,4
38,1,9138.0,55,2,7000.0,124,4,69104.0,4
38,1,9237.0,56,2,6967.0,124,4,69075.0,4
38,1,9147.0,55,2,6762.0,124,4,68103.0,4
38,1,9675.0,55,2,8389.0,123,4,85026.0,4
38,1,11897.0,59,2,7680.0,124,4,134717.0,4
38,1,12175.0,54,2,11282.0,127,4,136349.0,4
39,1,13159.0,54,2,6480.0,126,4,114239.0,4
27,1,971.0,76,2,15866.0,104,4,42531.0,4
30,1,627.0,68,2,15766.0,112,4,85080.0,4
30,1,825.0,68,2,15420.0,111,4,81565.0,4
30,1,794.0,68,2,15176.0,111,4,80977.0,4
30,1,774.0,68,2,15296.0,111,4,80611.0,4
30,1,795.0,68,2,15151.0,111,4,80524.0,4
30,1,794.0,68,2,15317.0,111,4,80920.0,4
30,1,815.0,68,2,15189.0,111,4,80922.0,4
30,1,787.0,68,2,15276.0,111,4,80789.0,4
30,1,819.0,68,2,15295.0,111,4,80709.0,4
29,1,1319.0,71,2,16356.0,111,4,89081.0,4
28,1,250.0,86,2,15531.0,100,4,52980.0,4
28,1,585.0,81,2,18297.0,106,4,94198.0,4
28,1,287.0,79,2,20186.0,107,4,110187.0,4
27,1,388.0,83,2,19190.0,103,4,63560.0,4
29,1,394.0,73,2,18761.0,113,4,123783.0,4
30,1,2263.0,85,2,22589.0,104,4,103237.0,4
27,1,586.0,83,2,23249.0,101,4,83139.0,4
26,1,751.0,83,2,24236.0,103,4,107027.0,4
28,1,874.0,85,2,27388.0,101,4,82563.0,4
29,1,667.0,89,2,28151.0,101,4,116154.0,4
29,1,1016.0,83,2,25138.0,103,4,124511.0,4
30,1,1072.0,85,2,17418.0,102,4,110581.0,4
31,1,852.0,86,2,14549.0,103,4,120480.0,4
31,1,1035.0,87,2,12333.0,100,4,89501.0,4
31,1,973.0,87,2,11282.0,99,4,83870.0,4
31,1,951.0,87,2,11448.0,99,4,83953.0,4
30,1,1043.0,87,2,10824.0,99,4,83573.0,4
30,1,1586.0,91,2,10442.0,93,4,48408.0,4
29,1,1710.0,91,2,9624.0,92,4,40256.0,4
29,1,1719.0,91,2,9358.0,91,4,40286.0,4
29,1,1649.0,92,2,9456.0,91,4,40460.0,4
29,1,1673.0,91,2,9433.0,92,4,40365.0,4
29,1,1637.0,92,2,9391.0,92,4,40129.0,4
29,1,1647.0,91,2,9252.0,92,4,40149.0,4
32,1,1585.0,95,2,9501.0,94,4,36315.0,4
29,1,1637.0,91,2,9251.0,92,4,40838.0,4
29,1,1595.0,91,2,9323.0,92,4,40768.0,4
29,1,1648.0,91,2,9342.0,92,4,40624.0,4
29,1,1623.0,91,2,9313.0,92,4,40486.0,4
29,1,1684.0,91,2,9427.0,92,4,40083.0,4
29,1,1621.0,95,2,7550.0,91,4,37359.0,4
29,1,1676.0,91,2,9096.0,92,4,35896.0,4
29,1,1639.0,91,2,9391.0,91,4,40703.0,4
30,1,1799.0,92,2,9459.0,92,4,40642.0,4
30,1,2185.0,92,2,8839.0,90,4,48902.0,4
28,1,1208.0,99,2,9049.0,89,4,115863.0,4
31,1,25.0,123,2,10931.0,86,4,27663.0,4
33,1,6041.0,111,2,10633.0,92,4,92905.0,4
37,1,9906.0,78,2,8207.0,111,4,100616.0,4
36,1,10010.0,74,2,8230.0,112,4,140884.0,4
37,1,12345.0,73,2,6103.0,112,4,123199.0,4
37,1,12981.0,72,2,5018.0,114,4,132312.0,4
36,1,11849.0,70,2,5154.0,113,4,138234.0,4
36,1,11987.0,69,2,5275.0,113,4,132216.0,4
36,1,12071.0,69,2,5139.0,113,4,134851.0,4
36,1,12089.0,69,2,5039.0,113,4,134645.0,4
37,1,11920.0,69,2,5595.0,114,4,132783.0,4
36,1,11921.0,65,2,4192.0,114,4,119995.0,4
38,1,13900.0,56,2,6646.0,119,4,132222.0,4
39,1,14361.0,52,2,9926.0,122,5,188229.0,4
38,1,12897.0,56,2,6266.0,120,4,149718.0,4
38,1,13552.0,57,2,9039.0,118,4,122570.0,4
38,1,13266.0,60,2,7238.0,116,4,132037.0,4
38,1,12985.0,59,2,7398.0,117,4,132643.0,4
38,1,12897.0,59,2,7262.0,117,4,132015.0,4
38,1,12809.0,59,2,7296.0,117,4,132335.0,4
38,1,12680.0,59,2,7198.0,117,4,132645.0,4
38,1,12552.0,59,2,7261.0,117,4,132864.0,4
38,1,12525.0,59,2,7176.0,117,4,133119.0,4
38,1,12374.0,59,2,7216.0,117,4,133141.0,4
38,1,12187.0,59,2,7199.0,117,4,133331.0,4
38,1,12021.0,59,2,7244.0,117,4,133454.0,4
37,1,11668.0,59,2,7167.0,117,4,133688.0,4
37,1,11515.0,59,2,7230.0,117,4,133487.0,4
37,1,11585.0,59,2,7148.0,117,4,133518.0,4
37,1,11551.0,59,2,7270.0,117,4,133649.0,4
37,1,11482.0,59,2,7171.0,117,4,133965.0,4
38,1,10470.0,57,2,6910.0,120,4,157674.0,4
37,1,10733.0,57,2,6166.0,120,4,163652.0,4
34,1,10457.0,67,2,12631.0,111,4,94029.0,4
32,1,8752.0,72,2,10755.0,110,5,141599.0,4
33,1,8316.0,74,2,10030.0,112,4,138178.0,4
34,1,9621.0,70,2,7153.0,114,5,150514.0,4
32,1,7744.0,66,2,4088.0,110,4,141991.0,4
33,1,6685.0,68,2,4471.0,109,4,86327.0,4
32,1,7267.0,69,2,3738.0,108,4,93031.0,4
36,1,7954.0,63,2,6185.0,116,4,148997.0,4
36,1,7525.0,62,2,5798.0,115,4,135088.0,4
35,1,7253.0,63,2,11073.0,113,4,123106.0,4
36,1,6850.0,60,2,5875.0,116,5,167185.0,4
36,1,8378.0,61,2,10283.0,116,4,99224.0,4
35,1,5269.0,62,2,5766.0,122,4,62603.0,4
33,1,3825.0,61,2,6830.0,118,4,77702.0,4
33,1,4123.0,61,2,5944.0,115,4,63295.0,4
33,1,4343.0,59,2,7729.0,123,4,89199.0,4
34,1,4994.0,66,2,8598.0,113,4,65883.0,4
32,1,4546.0,64,2,8644.0,109,4,79728.0,4
33,1,4758.0,67,2,16908.0,115,4,82521.0,4
