par1,par2,par3,par4,par5,par6,par7,par8,par9,weather
82,6,58211.0,72,2,4349.0,55,2,2345.0,7
81,6,59641.0,72,2,4354.0,54,2,2135.0,7
81,6,59772.0,72,2,4333.0,54,2,1685.0,7
81,6,59804.0,72,2,4238.0,54,2,1654.0,7
81,6,59647.0,72,2,4168.0,54,2,1659.0,7
81,6,59715.0,72,2,4274.0,54,2,1683.0,7
81,6,59744.0,72,2,4212.0,54,2,1649.0,7
81,6,59716.0,72,2,4182.0,55,2,1718.0,7
81,6,58982.0,72,2,4234.0,54,2,1713.0,7
80,6,57882.0,72,2,4309.0,54,2,1727.0,7
81,6,59704.0,72,2,4252.0,54,2,1751.0,7
81,6,59715.0,72,2,4295.0,54,2,1735.0,7
81,6,59764.0,72,2,4236.0,54,2,1713.0,7
81,6,65526.0,74,2,5213.0,54,2,2065.0,7
77,6,39104.0,82,2,3810.0,37,0,1033.0,7
81,6,25922.0,91,2,1775.0,37,0,270.0,7
78,6,45772.0,84,2,3568.0,40,0,423.0,7
91,6,132847.0,65,0,5804.0,77,1,5474.0,7
94,6,131115.0,62,0,5792.0,74,1,11631.0,7
94,6,130248.0,60,2,4601.0,82,2,10010.0,7
97,6,136051.0,62,2,3918.0,80,2,6036.0,7
97,6,131142.0,58,2,3666.0,82,2,9422.0,7
96,6,134975.0,57,2,3321.0,83,2,10251.0,7
96,6,134759.0,57,2,3163.0,83,2,10096.0,7
94,6,132584.0,58,0,4580.0,82,2,9426.0,7
96,6,135118.0,58,2,3305.0,83,2,10371.0,7
96,6,135584.0,57,2,3361.0,83,2,10557.0,7
96,6,135514.0,57,2,3298.0,83,2,10535.0,7
96,6,139262.0,57,2,3736.0,84,2,10744.0,7
100,6,144954.0,55,2,3899.0,86,2,11319.0,7
104,6,177623.0,53,0,12992.0,83,1,11378.0,7
104,6,169133.0,50,2,6656.0,92,2,19901.0,7
103,6,158666.0,54,2,5968.0,86,2,7451.0,7
102,6,136426.0,50,2,2557.0,83,2,1935.0,7
94,6,117038.0,60,2,4846.0,70,2,1797.0,7
91,6,115917.0,60,0,5496.0,63,1,7504.0,7
97,6,113919.0,61,2,4353.0,73,2,4168.0,7
96,6,114960.0,60,2,4288.0,71,2,4742.0,7
97,6,112190.0,60,2,3018.0,71,2,4006.0,7
99,6,95517.0,60,2,4560.0,71,2,870.0,7
99,6,134661.0,56,2,3633.0,78,2,3576.0,7
99,6,152865.0,56,2,5785.0,77,1,3673.0,7
99,6,118449.0,57,2,6915.0,69,1,4294.0,7
100,6,128671.0,56,2,6756.0,71,1,4664.0,7
100,6,129774.0,56,2,6960.0,71,1,4856.0,7
100,6,129631.0,56,2,6910.0,71,1,4902.0,7
100,6,129452.0,56,2,6972.0,71,1,4977.0,7
100,6,129475.0,56,2,6827.0,71,1,5199.0,7
100,6,128971.0,56,2,7107.0,71,1,5209.0,7
95,6,125032.0,60,2,7020.0,69,1,6449.0,7
100,6,129638.0,56,2,6958.0,71,1,4718.0,7
100,6,129691.0,56,2,6907.0,71,1,4827.0,7
100,6,129861.0,56,2,7048.0,71,1,4805.0,7
100,6,129467.0,56,2,6775.0,71,1,4710.0,7
100,6,130055.0,56,2,7037.0,71,1,4759.0,7
100,6,129902.0,56,2,6858.0,71,1,4578.0,7
100,6,130318.0,56,2,7056.0,71,1,4611.0,7
100,6,129994.0,56,2,6826.0,71,1,4599.0,7
100,6,130387.0,56,2,7004.0,71,1,4568.0,7
100,6,130144.0,56,2,6867.0,71,1,4527.0,7
100,6,130526.0,56,2,7056.0,71,1,4511.0,7
100,6,129926.0,56,2,6961.0,71,1,4581.0,7
100,6,130116.0,56,2,7029.0,71,1,4535.0,7
100,6,130226.0,56,2,6867.0,71,1,4573.0,7
99,6,136025.0,57,2,8038.0,71,1,4575.0,7
100,6,134146.0,57,2,6330.0,72,1,4763.0,7
102,6,126295.0,59,2,6443.0,75,1,4391.0,7
102,6,130580.0,61,2,8739.0,77,2,2477.0,7
100,6,118667.0,61,2,4701.0,80,2,3977.0,7
100,6,134767.0,63,2,7628.0,76,1,10412.0,7
103,6,129340.0,60,2,10426.0,75,1,10182.0,7
103,6,135100.0,62,2,6521.0,76,1,8150.0,7
101,6,134074.0,66,2,16243.0,72,2,3034.0,7
96,6,126776.0,58,0,8727.0,67,1,2678.0,7
95,6,134972.0,56,0,8429.0,75,1,17799.0,7
97,6,113938.0,51,0,8005.0,77,2,15349.0,7
98,6,121148.0,56,0,10593.0,71,1,20479.0,7
97,6,120188.0,49,0,5916.0,80,2,18521.0,7
100,6,113390.0,59,2,4693.0,77,2,10442.0,7
93,6,113659.0,51,2,5687.0,72,2,12908.0,7
100,6,117300.0,54,2,5345.0,76,1,16724.0,7
101,6,124973.0,57,2,10729.0,74,1,13578.0,7
101,6,125122.0,58,2,9259.0,76,1,15220.0,7
101,6,124617.0,57,2,9173.0,76,1,14715.0,7
101,6,123942.0,58,2,9479.0,76,1,13313.0,7
101,6,125484.0,57,2,9399.0,76,1,13874.0,7
101,6,125680.0,57,2,9461.0,76,1,14218.0,7
101,6,125924.0,57,2,9499.0,76,1,14251.0,7
101,6,125612.0,57,2,9500.0,76,1,14169.0,7
101,6,125333.0,57,2,9433.0,76,1,14346.0,7
100,6,123440.0,58,2,9501.0,75,1,11186.0,7
101,6,124805.0,57,2,9232.0,76,1,14067.0,7
101,6,133123.0,58,2,9444.0,76,1,14145.0,7
103,6,127029.0,56,2,9369.0,83,2,12217.0,7
100,6,122261.0,58,2,7811.0,77,1,9705.0,7
104,6,123332.0,53,2,4584.0,79,1,14280.0,7
101,6,121277.0,54,2,7429.0,83,2,15030.0,7
101,6,124749.0,50,0,4681.0,87,2,22452.0,7
101,6,150449.0,48,0,5276.0,90,2,5330.0,7
98,6,151089.0,50,0,7004.0,84,1,10231.0,7
95,6,141325.0,57,0,8605.0,72,1,6411.0,7
90,6,106145.0,66,2,4633.0,66,2,2707.0,7
87,6,87954.0,75,2,6502.0,57,0,5650.0,7
95,6,115717.0,67,0,14487.0,63,1,4838.0,7
90,6,115820.0,67,0,13666.0,58,1,4864.0,7
92,6,112534.0,56,0,6520.0,67,2,2857.0,7
94,6,105149.0,60,0,6786.0,69,2,4192.0,7
97,6,105766.0,66,2,5156.0,67,2,852.0,7
91,6,103873.0,65,0,9812.0,70,2,6657.0,7
102,6,175698.0,55,0,12883.0,84,1,11198.0,7
96,6,135771.0,59,2,4978.0,77,2,2560.0,7
92,6,103217.0,65,2,6563.0,65,2,1128.0,7
83,6,84469.0,69,0,4233.0,54,0,2083.0,7
86,6,97296.0,62,0,6210.0,62,0,2573.0,7
89,6,119243.0,65,0,10001.0,69,1,2933.0,7
93,6,120847.0,62,0,10069.0,73,2,2649.0,7
94,6,116872.0,52,0,11285.0,80,1,19098.0,7
94,6,106083.0,54,2,7740.0,80,2,14429.0,7
94,6,109086.0,51,0,8312.0,85,2,23017.0,7
96,6,113586.0,53,0,8572.0,87,2,10658.0,7
90,6,129568.0,57,0,10313.0,78,1,11121.0,7
95,6,106352.0,54,0,5486.0,84,2,16387.0,7
95,6,92535.0,57,2,3521.0,81,2,11894.0,7
88,6,77116.0,75,2,4417.0,58,2,2818.0,7
85,6,90612.0,62,2,4626.0,61,2,3469.0,7
84,6,82145.0,65,2,4498.0,60,2,3202.0,7
82,6,80779.0,71,2,4233.0,59,2,4418.0,7
82,6,83098.0,71,2,4469.0,59,2,4322.0,7
82,6,82937.0,71,2,4542.0,59,2,4356.0,7
82,6,82828.0,71,2,4534.0,59,2,4352.0,7
82,6,82728.0,71,2,4505.0,59,2,4315.0,7
82,6,82825.0,71,2,4583.0,59,2,4332.0,7
82,6,82764.0,71,2,4543.0,59,2,4341.0,7
82,6,83100.0,71,2,4555.0,59,2,4342.0,7
82,6,83077.0,71,2,4558.0,59,2,4323.0,7
82,6,83191.0,71,2,4492.0,59,2,4307.0,7
82,6,83202.0,71,2,4586.0,59,2,4337.0,7
82,6,83166.0,71,2,4481.0,59,2,4326.0,7
82,6,83085.0,71,2,4705.0,59,2,4276.0,7
84,6,96110.0,69,2,3937.0,56,1,2627.0,7
85,6,96151.0,69,0,6099.0,57,2,7713.0,7
91,6,96458.0,65,2,5618.0,59,1,4920.0,7
91,6,121085.0,65,2,4423.0,75,2,5015.0,7
93,6,117924.0,66,2,5580.0,78,2,6225.0,7
94,6,133146.0,62,0,4630.0,76,2,12768.0,7
93,6,129517.0,61,2,5380.0,80,2,12637.0,7
94,6,134521.0,65,2,5392.0,81,2,9392.0,7
93,6,132048.0,68,2,3555.0,80,2,8528.0,7
93,6,132665.0,68,2,3689.0,80,2,8584.0,7
93,6,132521.0,68,2,3592.0,80,2,8600.0,7
92,6,135368.0,69,2,4412.0,79,2,5903.0,7
92,6,135782.0,70,2,3992.0,79,2,6560.0,7
92,6,136075.0,71,2,4112.0,79,2,6679.0,7
92,6,136120.0,71,2,3938.0,79,2,6606.0,7
92,6,136182.0,71,2,4073.0,79,2,6668.0,7
93,6,133190.0,68,2,3716.0,80,2,8475.0,7
93,6,132874.0,68,2,3618.0,80,2,8477.0,7
93,6,132621.0,68,2,3658.0,80,2,8493.0,7
93,6,132878.0,68,2,3723.0,80,2,8459.0,7
93,6,133037.0,68,2,3767.0,80,2,8387.0,7
93,6,133014.0,68,2,3803.0,80,2,8449.0,7
93,6,132817.0,68,2,3751.0,80,2,8297.0,7
96,6,140007.0,62,2,3583.0,82,2,5030.0,7
97,6,126179.0,57,2,4801.0,81,2,5732.0,7
100,6,147161.0,52,0,4617.0,87,2,7133.0,7
104,6,167686.0,50,0,8544.0,90,2,6288.0,7
102,6,172401.0,55,0,8550.0,89,2,11658.0,7
102,6,164517.0,53,0,9661.0,85,1,12756.0,7
103,6,161111.0,54,2,6291.0,90,2,14857.0,7
101,6,160805.0,57,2,6888.0,89,2,11884.0,7
100,6,161538.0,56,2,6992.0,89,2,12331.0,7
100,6,161245.0,56,2,7089.0,89,2,12252.0,7
100,6,161678.0,56,2,6989.0,89,2,12263.0,7
100,6,161475.0,56,2,7045.0,89,2,12230.0,7
100,6,161719.0,56,2,7071.0,89,2,12047.0,7
100,6,161689.0,56,2,7070.0,89,2,12046.0,7
100,6,161893.0,56,2,7018.0,89,2,12082.0,7
100,6,161673.0,56,2,7037.0,89,2,12005.0,7
101,6,161687.0,57,2,7006.0,89,2,12054.0,7
100,6,161546.0,56,2,7110.0,89,2,12108.0,7
101,6,161521.0,57,2,6989.0,89,2,12093.0,7
101,6,161380.0,56,2,7035.0,89,2,12042.0,7
101,6,161834.0,57,2,7022.0,89,2,12089.0,7
101,6,161701.0,56,2,7117.0,89,2,12086.0,7
101,6,162173.0,57,2,7035.0,89,2,12076.0,7
101,6,162037.0,56,2,7094.0,89,2,12098.0,7
100,6,161673.0,57,2,6964.0,89,2,12114.0,7
103,6,164533.0,52,2,6806.0,90,2,10131.0,7
102,6,156255.0,54,2,6302.0,85,2,9944.0,7
101,6,151518.0,52,0,7775.0,81,1,8076.0,7
98,6,131622.0,52,0,4873.0,75,1,1395.0,7
90,6,106470.0,64,2,7277.0,64,2,7364.0,7
93,6,105543.0,67,2,8940.0,60,1,6432.0,7
97,6,112816.0,58,2,2775.0,76,2,6721.0,7
96,6,115520.0,61,2,5579.0,66,1,5566.0,7
97,6,106606.0,60,2,2934.0,71,2,3281.0,7
98,6,93813.0,60,2,2040.0,71,2,1520.0,7
99,6,136560.0,55,2,4192.0,79,2,3241.0,7
99,6,150711.0,55,2,6145.0,78,2,2826.0,7
101,6,124037.0,59,2,7998.0,67,1,4090.0,7
101,6,131087.0,59,2,6562.0,73,1,6118.0,7
102,6,124630.0,61,2,7693.0,76,2,2376.0,7
104,6,139991.0,56,2,7674.0,85,2,4153.0,7
102,6,135707.0,56,2,9143.0,75,1,5082.0,7
102,6,132867.0,58,2,6143.0,77,1,15441.0,7
103,6,120748.0,56,2,5959.0,79,1,3827.0,7
101,6,138683.0,61,2,13178.0,79,2,17186.0,7
98,6,120827.0,57,0,10626.0,71,1,20621.0,7
98,6,114945.0,53,0,5453.0,81,2,22375.0,7
96,6,118862.0,58,0,13640.0,69,1,12501.0,7
103,6,110338.0,57,2,5788.0,77,2,6688.0,7
97,6,116196.0,50,2,4028.0,75,2,16699.0,7
100,6,124017.0,57,2,7631.0,74,1,11502.0,7
101,6,127852.0,58,2,9316.0,76,1,14234.0,7
101,6,127549.0,57,2,9235.0,76,1,14369.0,7
101,6,127108.0,57,2,9350.0,76,1,14463.0,7
101,6,127421.0,57,2,9324.0,76,1,14425.0,7
101,6,126918.0,57,2,9336.0,76,1,14374.0,7
101,6,127418.0,57,2,9212.0,76,1,14343.0,7
101,6,127100.0,57,2,9333.0,76,1,14303.0,7
101,6,127586.0,57,2,9328.0,76,1,14377.0,7
101,6,127193.0,57,2,9347.0,76,1,14258.0,7
101,6,127322.0,57,2,9288.0,76,1,14242.0,7
101,6,126955.0,57,2,9352.0,76,1,14195.0,7
101,6,126716.0,58,2,9341.0,76,1,14274.0,7
101,6,126123.0,58,2,9402.0,76,1,14424.0,7
101,6,123248.0,61,2,9788.0,75,1,11059.0,7
101,6,125343.0,58,2,9403.0,76,1,12712.0,7
101,6,126752.0,57,2,9035.0,76,1,14103.0,7
100,6,132485.0,57,2,8931.0,77,1,13987.0,7
103,6,138785.0,59,2,13695.0,79,1,17969.0,7
100,6,116390.0,57,2,9851.0,74,1,3032.0,7
103,6,132606.0,52,0,5325.0,81,1,20539.0,7
100,6,120438.0,54,2,7050.0,81,2,18245.0,7
103,6,125394.0,49,0,5451.0,88,2,18731.0,7
101,6,146807.0,53,0,8795.0,81,1,8603.0,7
99,6,155938.0,48,0,5702.0,90,1,11333.0,7
96,6,146338.0,53,0,8579.0,79,1,10826.0,7
94,6,127422.0,60,0,11037.0,68,1,4328.0,7
84,6,97090.0,68,0,6293.0,60,0,3088.0,7
90,6,86094.0,70,2,4989.0,65,2,9023.0,7
95,6,119488.0,66,0,16963.0,61,1,6304.0,7
91,6,114832.0,62,0,7984.0,66,1,4251.0,7
96,6,109528.0,61,2,7321.0,68,2,1435.0,7
93,6,110933.0,65,0,9011.0,64,1,3860.0,7
98,6,93588.0,62,2,5487.0,70,2,2703.0,7
91,6,120922.0,58,0,9614.0,74,2,12139.0,7
101,6,165402.0,54,0,12841.0,85,1,4700.0,7
95,6,129109.0,61,2,4954.0,74,2,3398.0,7
90,6,100693.0,67,2,6301.0,62,2,2007.0,7
82,6,79762.0,67,0,5084.0,54,0,2488.0,7
88,6,102457.0,60,0,5541.0,66,2,4090.0,7
90,6,123465.0,64,0,9055.0,73,2,5332.0,7
89,6,113848.0,66,2,9346.0,68,2,3634.0,7
101,6,135957.0,44,0,5047.0,97,2,16217.0,7
101,6,141162.0,46,0,7816.0,91,1,2499.0,7
102,6,128990.0,44,2,3746.0,90,2,10139.0,7
99,6,110713.0,51,0,8113.0,78,1,5499.0,7
99,6,148701.0,45,0,5270.0,93,2,14774.0,7
100,6,133291.0,50,2,5289.0,88,2,13046.0,7
99,6,158205.0,51,0,8327.0,84,1,13183.0,7
100,6,147479.0,55,0,10574.0,81,1,10571.0,7
100,6,134417.0,53,2,6382.0,87,2,11956.0,7
101,6,128271.0,53,2,6151.0,86,2,11269.0,7
101,6,129414.0,53,2,6092.0,86,2,11552.0,7
100,6,151204.0,53,2,5383.0,87,2,10033.0,7
103,6,140095.0,51,2,4424.0,84,2,6260.0,7
103,6,132887.0,50,2,3996.0,85,2,11147.0,7
100,6,116474.0,55,0,7236.0,72,1,7439.0,7
86,6,102266.0,55,0,8791.0,61,1,7223.0,7
84,6,77463.0,60,0,12360.0,49,1,6634.0,7
90,6,71794.0,57,2,3971.0,65,2,4474.0,7
93,6,103317.0,57,2,9328.0,68,1,7139.0,7
96,6,104661.0,53,2,5283.0,77,2,3231.0,7
96,6,97187.0,52,2,6235.0,76,2,4182.0,7
96,6,99422.0,52,2,6848.0,76,2,4531.0,7
96,6,99176.0,52,2,6836.0,76,2,4554.0,7
96,6,99544.0,52,2,6838.0,76,2,4550.0,7
96,6,98323.0,51,2,6721.0,76,2,4222.0,7
96,6,98971.0,52,2,6921.0,76,2,4414.0,7
96,6,98992.0,52,2,6732.0,76,2,4504.0,7
95,6,97658.0,51,2,7146.0,75,2,4203.0,7
94,6,96647.0,52,2,6299.0,75,2,5539.0,7
95,6,116022.0,52,2,6996.0,77,2,4881.0,7
94,6,81641.0,57,2,5516.0,67,2,6010.0,7
89,6,63819.0,60,2,5393.0,56,2,2553.0,7
94,6,87950.0,54,2,6652.0,68,2,6314.0,7
96,6,106223.0,67,2,6802.0,65,2,810.0,7
99,6,122027.0,62,2,4154.0,71,1,1387.0,7
98,6,125416.0,61,2,4388.0,73,2,850.0,7
100,6,146274.0,58,0,8882.0,74,1,998.0,7
100,6,138204.0,58,2,3933.0,78,2,3924.0,7
100,6,133561.0,53,2,3699.0,83,2,5593.0,7
100,6,128449.0,55,2,4183.0,83,2,9239.0,7
100,6,138645.0,56,2,4745.0,82,2,6227.0,7
99,6,135195.0,55,2,5007.0,82,2,7231.0,7
100,6,136487.0,56,2,5385.0,82,2,7764.0,7
99,6,136076.0,55,2,5437.0,82,2,7737.0,7
99,6,134595.0,56,2,5381.0,82,2,7885.0,7
98,6,134089.0,56,2,5423.0,81,2,8920.0,7
99,6,133962.0,56,2,6382.0,80,2,6991.0,7
100,6,135044.0,55,2,4960.0,82,2,6634.0,7
99,6,134646.0,55,2,4995.0,82,2,7324.0,7
98,6,147890.0,55,2,5773.0,82,2,7026.0,7
99,6,134672.0,57,2,8315.0,73,1,10044.0,7
104,6,146056.0,57,2,7698.0,81,1,10659.0,7
103,6,165712.0,58,2,8560.0,78,1,10597.0,7
103,6,161349.0,59,2,12108.0,82,2,8149.0,7
97,6,161170.0,57,2,12591.0,86,2,10389.0,7
99,6,159090.0,52,0,7591.0,88,1,14869.0,7
101,6,162762.0,52,2,4848.0,91,2,12322.0,7
103,6,176182.0,52,0,8495.0,98,1,28995.0,7
101,6,188715.0,49,0,11418.0,90,1,20289.0,7
103,6,160037.0,50,0,7614.0,93,1,18009.0,7
99,6,161335.0,53,0,11362.0,86,1,11476.0,7
102,6,159443.0,48,2,4264.0,97,2,15298.0,7
101,6,153378.0,46,0,5958.0,98,2,18267.0,7
100,6,149467.0,49,0,5736.0,91,2,14494.0,7
98,6,144106.0,47,0,5953.0,90,2,12597.0,7
101,6,154507.0,50,0,7521.0,92,2,7871.0,7
99,6,149304.0,52,0,4638.0,92,2,9399.0,7
95,6,139946.0,58,0,3876.0,80,1,6708.0,7
93,6,138409.0,52,0,3598.0,83,2,9310.0,7
96,6,143104.0,54,0,5782.0,82,2,6638.0,7
94,6,119340.0,64,2,5655.0,75,2,2860.0,7
89,6,118145.0,69,0,4859.0,69,2,6655.0,7
92,6,121598.0,63,2,5092.0,71,2,6800.0,7
90,6,121303.0,67,0,11861.0,65,1,13394.0,7
92,6,123021.0,60,2,4390.0,72,2,10181.0,7
90,6,117118.0,63,2,4863.0,69,2,11086.0,7
90,6,93839.0,68,2,2979.0,67,2,8850.0,7
85,6,99125.0,69,0,4617.0,62,2,4748.0,7
86,6,105106.0,69,0,6559.0,62,0,6819.0,7
101,6,167645.0,53,0,13223.0,86,1,14894.0,7
103,6,169854.0,50,0,7421.0,90,1,10083.0,7
99,6,152579.0,57,0,6969.0,77,1,9831.0,7
91,6,97808.0,66,2,4872.0,69,2,10256.0,7
96,6,103657.0,63,2,3263.0,71,2,8461.0,7
94,6,99191.0,63,2,5284.0,73,2,5230.0,7
94,6,108925.0,59,2,3822.0,73,2,7786.0,7
93,6,97471.0,64,2,8429.0,63,2,4437.0,7
93,6,105303.0,63,2,7910.0,67,2,7940.0,7
90,6,89174.0,72,2,13010.0,57,2,3836.0,7
93,6,103677.0,61,2,3152.0,70,2,9664.0,7
94,6,112362.0,60,2,4612.0,71,2,3018.0,7
98,6,133065.0,53,2,4624.0,83,2,7504.0,7
99,6,153771.0,51,0,5914.0,86,2,5607.0,7
101,6,167569.0,55,0,9747.0,83,1,5022.0,7
101,6,159384.0,59,0,13559.0,78,1,5967.0,7
99,6,136947.0,54,0,13091.0,84,2,13835.0,7
101,6,110585.0,55,2,9327.0,79,2,7927.0,7
100,6,98645.0,55,2,6267.0,77,2,7577.0,7
98,6,102127.0,58,2,8835.0,71,1,10932.0,7
97,6,106891.0,56,2,7910.0,69,1,11868.0,7
97,6,98980.0,55,2,7269.0,73,2,8238.0,7
97,6,102681.0,52,2,6506.0,76,2,10360.0,7
97,6,107476.0,53,2,7511.0,75,2,12760.0,7
98,6,108051.0,55,2,8670.0,74,1,11226.0,7
98,6,107688.0,55,2,8542.0,73,1,11653.0,7
98,6,109004.0,56,2,8683.0,74,1,11916.0,7
98,6,108248.0,56,2,8536.0,74,1,11963.0,7
98,6,108704.0,56,2,8668.0,74,1,12819.0,7
97,6,121528.0,56,2,8918.0,74,1,12540.0,7
97,6,112081.0,55,0,8661.0,75,1,10258.0,7
101,6,103123.0,51,2,3583.0,80,2,5497.0,7
103,6,92112.0,52,2,3661.0,76,2,8886.0,7
106,6,86207.0,53,2,3263.0,74,2,6957.0,7
99,6,97571.0,63,2,14827.0,59,1,4417.0,7
95,6,102699.0,59,2,8336.0,62,1,6939.0,7
102,6,126319.0,60,2,4582.0,78,2,11229.0,7
103,6,123068.0,59,2,7789.0,79,2,4901.0,7
102,6,138499.0,59,2,8057.0,77,1,13608.0,7
99,6,130072.0,65,2,8888.0,71,2,5361.0,7
98,6,121751.0,60,2,4626.0,69,2,5837.0,7
95,6,125777.0,64,0,13415.0,71,1,16136.0,7
94,6,117278.0,55,0,9830.0,74,1,16914.0,7
98,6,113796.0,58,2,8062.0,77,2,17933.0,7
97,6,110781.0,52,2,6048.0,78,2,15110.0,7
100,6,122140.0,56,0,9505.0,75,1,14103.0,7
102,6,113936.0,64,2,4766.0,77,2,11803.0,7
103,6,107773.0,57,2,4747.0,77,2,8513.0,7
89,6,108797.0,53,2,5863.0,66,2,6518.0,7
89,6,111909.0,53,0,6133.0,67,2,6346.0,7
89,6,112454.0,53,0,6179.0,67,2,6510.0,7
89,6,112382.0,53,0,6201.0,67,2,6548.0,7
89,6,112287.0,53,0,6140.0,67,2,6519.0,7
89,6,111980.0,53,0,6239.0,67,2,6565.0,7
89,6,112031.0,53,0,6129.0,67,2,6538.0,7
89,6,111881.0,53,0,6194.0,67,2,6588.0,7
89,6,111726.0,53,0,6192.0,67,2,6601.0,7
89,6,111693.0,53,0,6198.0,67,2,6626.0,7
89,6,112371.0,53,0,6159.0,67,2,6736.0,7
92,6,112649.0,52,2,6171.0,70,2,9047.0,7
98,6,117484.0,55,2,7681.0,73,2,13977.0,7
100,6,126710.0,55,0,8504.0,74,1,11782.0,7
100,6,135382.0,55,2,8555.0,81,2,9047.0,7
101,6,128947.0,58,2,14920.0,78,1,12718.0,7
103,6,119295.0,60,2,15950.0,78,2,16302.0,7
100,6,74213.0,72,2,14462.0,56,1,2756.0,7
99,6,105154.0,60,2,8149.0,65,1,6499.0,7
101,6,110001.0,52,2,4853.0,75,2,4588.0,7
105,6,121755.0,52,2,3740.0,78,2,1560.0,7
98,6,114673.0,56,2,8934.0,66,1,639.0,7
88,6,124736.0,59,0,14732.0,61,1,4098.0,7
97,6,149759.0,53,0,7838.0,80,2,14282.0,7
103,6,167004.0,52,0,7102.0,91,2,17072.0,7
103,6,171468.0,52,0,7626.0,93,2,19604.0,7
103,6,171679.0,51,0,7511.0,94,2,20349.0,7
103,6,172246.0,51,0,7577.0,94,2,20365.0,7
103,6,173035.0,51,0,7676.0,94,2,20168.0,7
103,6,171188.0,51,0,7448.0,94,2,20372.0,7
103,6,170810.0,51,0,7514.0,94,2,20072.0,7
103,6,185274.0,52,0,8341.0,95,2,18326.0,7
105,6,185851.0,48,0,6293.0,93,1,11862.0,7
100,6,164426.0,51,0,4952.0,85,1,7401.0,7
99,6,113386.0,59,2,6949.0,74,2,2513.0,7
97,6,98162.0,64,2,8276.0,63,1,4470.0,7
98,6,107103.0,62,2,8327.0,67,1,4905.0,7
98,6,107924.0,62,2,8446.0,67,1,5259.0,7
97,6,108343.0,63,2,8204.0,67,1,6001.0,7
97,6,103473.0,63,2,7024.0,65,1,6995.0,7
96,6,97428.0,64,2,8968.0,64,1,5203.0,7
96,6,97013.0,64,2,9167.0,64,1,5267.0,7
96,6,97012.0,64,2,9364.0,64,1,5076.0,7
96,6,97132.0,64,2,9305.0,64,1,5127.0,7
96,6,97232.0,64,2,9263.0,64,1,5006.0,7
96,6,96841.0,64,2,9218.0,64,1,5117.0,7
96,6,96876.0,64,2,9119.0,64,1,5138.0,7
96,6,97170.0,64,2,9104.0,64,1,5095.0,7
96,6,97314.0,64,2,9112.0,64,1,5045.0,7
96,6,101931.0,65,2,10387.0,64,1,4946.0,7
96,6,96362.0,63,2,8835.0,63,1,4984.0,7
90,6,116121.0,64,2,6589.0,60,1,3749.0,7
97,6,93430.0,62,2,5594.0,63,2,5450.0,7
100,6,86383.0,59,2,5442.0,69,2,6935.0,7
105,6,93231.0,49,1,6067.0,85,3,6485.0,7
100,6,130576.0,46,0,6260.0,95,2,16395.0,7
98,6,135531.0,48,0,8274.0,95,2,19399.0,7
95,6,124558.0,47,0,4569.0,92,2,16194.0,7
98,6,135153.0,40,0,4378.0,96,2,12372.0,7
100,6,139840.0,45,0,4477.0,96,2,24145.0,7
96,6,131760.0,48,0,6870.0,93,2,10381.0,7
94,6,144103.0,49,0,8711.0,88,1,15624.0,7
94,9,8020.0,93,3,10998.0,51,1,1787.0,8
94,9,7788.0,93,3,11342.0,51,1,1725.0,8
89,0,8376.0,92,3,14775.0,52,1,2106.0,8
96,9,8822.0,95,3,11952.0,52,1,1568.0,8
89,9,8215.0,92,3,13292.0,53,1,1684.0,8
91,0,8207.0,90,3,13531.0,54,1,1712.0,8
88,0,7461.0,89,3,11768.0,55,0,1793.0,8
80,0,6959.0,88,3,12447.0,56,0,1621.0,8
82,0,6150.0,85,3,11153.0,57,0,1823.0,8
90,0,5895.0,87,3,12257.0,55,1,1711.0,8
95,0,5517.0,87,3,12455.0,51,1,1810.0,8
93,0,5476.0,86,3,11735.0,54,1,1940.0,8
92,0,5064.0,85,3,11258.0,56,1,1317.0,8
94,0,4001.0,85,3,12672.0,57,1,1780.0,8
94,0,3387.0,85,3,12232.0,61,1,979.0,8
97,0,3482.0,85,3,12822.0,63,1,856.0,8
94,0,3874.0,84,3,16192.0,66,1,942.0,8
93,0,6121.0,87,3,15670.0,67,1,1864.0,8
79,0,7832.0,88,3,14723.0,73,1,2581.0,8
67,0,12292.0,88,3,16878.0,80,1,2810.0,8
82,0,21749.0,88,3,20281.0,82,2,3186.0,8
97,9,24958.0,88,3,20737.0,76,1,2714.0,8
91,0,26308.0,85,3,15568.0,76,1,3764.0,8
94,0,27332.0,84,3,15413.0,77,1,5247.0,8
88,0,23539.0,86,3,17179.0,78,1,3741.0,8
91,0,20138.0,86,3,13888.0,74,1,3179.0,8
92,0,16087.0,84,3,15844.0,72,1,2877.0,8
95,0,12878.0,84,3,12608.0,75,1,4138.0,8
91,0,13285.0,88,3,13916.0,77,1,5958.0,8
91,0,11185.0,87,3,13268.0,79,1,4767.0,8
94,0,15515.0,85,3,15736.0,76,1,4417.0,8
94,0,13782.0,87,3,14796.0,75,1,6385.0,8
91,0,14479.0,87,3,14995.0,77,1,5827.0,8
91,0,14534.0,87,3,14991.0,77,1,5775.0,8
91,0,14664.0,87,3,15290.0,77,1,5677.0,8
93,0,15326.0,85,3,15390.0,77,1,4936.0,8
93,0,15711.0,87,3,15616.0,76,1,5696.0,8
92,0,15718.0,87,3,15697.0,77,1,5760.0,8
92,0,15796.0,87,3,15970.0,77,1,5700.0,8
